Date and Time (UTC),Receiver,Transmitter,Transmitter Name,Transmitter Serial,Sensor Value,Sensor Unit,Station Name,Latitude,Longitude
10/1/2010 23:17,VR2W-110873,A69-1303-48368,,,,,02WPH90,30.38908,-88.60709
10/1/2010 23:19,VR2W-110873,A69-1303-48368,,,,,02WPH90,30.38908,-88.60709
10/1/2010 23:21,VR2W-110873,A69-1303-48368,,,,,02WPH90,30.38908,-88.60709
10/1/2010 23:23,VR2W-110873,A69-1303-48368,,,,,02WPH90,30.38908,-88.60709
10/1/2010 23:24,VR2W-110873,A69-1303-48368,,,,,02WPH90,30.38908,-88.60709
10/1/2010 23:29,VR2W-110873,A69-1303-48368,,,,,02WPH90,30.38908,-88.60709
10/1/2010 23:31,VR2W-110873,A69-1303-48368,,,,,02WPH90,30.38908,-88.60709
10/1/2010 23:32,VR2W-110873,A69-1303-48368,,,,,02WPH90,30.38908,-88.60709
10/1/2010 23:35,VR2W-110873,A69-1303-48368,,,,,02WPH90,30.38908,-88.60709
10/1/2010 23:36,VR2W-110873,A69-1303-48368,,,,,02WPH90,30.38908,-88.60709
10/1/2010 23:40,VR2W-110873,A69-1303-48368,,,,,02WPH90,30.38908,-88.60709
10/1/2010 23:42,VR2W-110873,A69-1303-48368,,,,,02WPH90,30.38908,-88.60709
10/1/2010 23:43,VR2W-110873,A69-1303-48368,,,,,02WPH90,30.38908,-88.60709
10/1/2010 23:44,VR2W-110873,A69-1303-48368,,,,,02WPH90,30.38908,-88.60709
10/1/2010 23:45,VR2W-110873,A69-1303-48368,,,,,02WPH90,30.38908,-88.60709
10/1/2010 23:47,VR2W-110873,A69-1303-48368,,,,,02WPH90,30.38908,-88.60709
10/1/2010 23:54,VR2W-110873,A69-1303-48368,,,,,02WPH90,30.38908,-88.60709
10/1/2010 23:55,VR2W-110873,A69-1303-48368,,,,,02WPH90,30.38908,-88.60709
10/1/2010 23:56,VR2W-110873,A69-1303-48368,,,,,02WPH90,30.38908,-88.60709
10/1/2010 23:57,VR2W-110873,A69-1303-48368,,,,,02WPH90,30.38908,-88.60709
10/1/2010 23:59,VR2W-110873,A69-1303-48368,,,,,02WPH90,30.38908,-88.60709
10/2/2010 0:02,VR2W-110873,A69-1303-48368,,,,,02WPH90,30.38908,-88.60709
10/2/2010 0:04,VR2W-110873,A69-1303-48368,,,,,02WPH90,30.38908,-88.60709
10/2/2010 0:05,VR2W-110873,A69-1303-48368,,,,,02WPH90,30.38908,-88.60709
10/2/2010 0:07,VR2W-110873,A69-1303-48368,,,,,02WPH90,30.38908,-88.60709
10/2/2010 0:08,VR2W-110873,A69-1303-48368,,,,,02WPH90,30.38908,-88.60709
10/2/2010 0:15,VR2W-110873,A69-1303-48368,,,,,02WPH90,30.38908,-88.60709
10/2/2010 5:32,VR2W-110873,A69-1303-48368,,,,,02WPH90,30.38908,-88.60709
10/2/2010 6:09,VR2W-110873,A69-1303-48368,,,,,02WPH90,30.38908,-88.60709
10/2/2010 11:11,VR2W-110873,A69-1303-48368,,,,,02WPH90,30.38908,-88.60709
10/2/2010 11:33,VR2W-110873,A69-1303-48368,,,,,02WPH90,30.38908,-88.60709
10/2/2010 11:36,VR2W-110873,A69-1303-48368,,,,,02WPH90,30.38908,-88.60709
10/2/2010 11:37,VR2W-110873,A69-1303-48368,,,,,02WPH90,30.38908,-88.60709
10/2/2010 11:38,VR2W-110873,A69-1303-48368,,,,,02WPH90,30.38908,-88.60709
10/2/2010 11:56,VR2W-110873,A69-1303-48368,,,,,02WPH90,30.38908,-88.60709
10/4/2010 18:06,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/4/2010 19:11,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/4/2010 20:07,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/4/2010 20:08,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/4/2010 20:14,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/4/2010 21:03,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/4/2010 21:04,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/4/2010 21:18,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/4/2010 21:39,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/4/2010 21:41,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/4/2010 22:17,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/4/2010 22:30,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/4/2010 22:31,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/4/2010 22:35,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/4/2010 22:44,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/4/2010 22:52,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/4/2010 23:39,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/4/2010 23:43,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/4/2010 23:46,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/4/2010 23:53,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/4/2010 23:58,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 0:09,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 0:16,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 0:29,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 0:32,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 0:42,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 0:45,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 0:50,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 1:04,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 1:07,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 2:06,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 2:10,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 2:12,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 2:21,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 2:31,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 2:35,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 2:43,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 2:53,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 3:02,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 3:07,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 3:19,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 3:21,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 3:22,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 3:39,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 3:41,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 3:46,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 3:50,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 3:53,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 3:54,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 4:04,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 4:07,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 4:11,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 4:13,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 4:14,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 4:18,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 4:27,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 4:30,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 4:32,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 4:34,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 4:36,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 4:37,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 4:39,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 4:49,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 4:52,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 4:57,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 5:00,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 5:01,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 5:04,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 5:06,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 5:11,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 5:13,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 5:14,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 5:17,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 5:18,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 5:21,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 5:22,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 5:24,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 5:25,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 5:29,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 5:31,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 5:33,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 5:35,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 5:36,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 5:40,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 5:47,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 5:51,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 5:53,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 5:56,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 6:04,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 6:06,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 6:55,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 6:59,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 7:27,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 8:23,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 9:28,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 9:41,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 10:06,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 10:22,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 10:45,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 11:27,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 11:29,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 11:32,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 11:36,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 11:40,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 11:42,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 11:47,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 11:48,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 11:51,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 12:01,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 12:07,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 12:09,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 12:13,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 13:21,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 13:47,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 13:51,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 13:59,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 14:00,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 14:09,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 14:15,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 14:17,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 14:33,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 14:37,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 14:38,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 14:39,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 14:41,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 15:06,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 15:28,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 15:57,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 16:28,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 16:30,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 16:45,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 16:53,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 17:16,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 17:31,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 17:36,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 17:44,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 17:54,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 17:57,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 18:01,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 18:04,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 18:07,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 18:10,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 18:18,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 18:27,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 18:48,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 18:51,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 18:53,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 18:55,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 18:58,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 18:59,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 19:01,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 19:03,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 19:06,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 19:07,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 19:11,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 19:12,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 19:16,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 19:20,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 19:26,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 19:27,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 19:35,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 19:41,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 19:43,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 19:44,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 19:46,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 19:50,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 19:51,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 19:52,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 19:53,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 19:54,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 19:55,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 20:05,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 20:06,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 20:09,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 20:13,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 20:15,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 20:18,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 20:25,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 20:26,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 20:28,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 20:32,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 20:43,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 21:02,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 21:10,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 21:17,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 21:20,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
10/5/2010 21:22,VR2W-105266,A69-1303-46576,,,,,Billie Joe Johnson,30.61081,-88.641828
