"vTagID","Date","System","FL_mm","asDate","Year","Month","Day"
22905,"6/10/2015","Escambia",1460,"2015-06-10","2015","06","10"
22912,"6/12/2015","Escambia",1970,"2015-06-12","2015","06","12"
22910,"6/12/2015","Escambia",1550,"2015-06-12","2015","06","12"
22909,"6/12/2015","Escambia",1100,"2015-06-12","2015","06","12"
22911,"6/12/2015","Escambia",1540,"2015-06-12","2015","06","12"
22914,"6/12/2015","Escambia",2090,"2015-06-12","2015","06","12"
22906,"6/12/2015","Escambia",1510,"2015-06-12","2015","06","12"
22907,"6/12/2015","Escambia",1350,"2015-06-12","2015","06","12"
22915,"6/16/2015","Escambia",1850,"2015-06-16","2015","06","16"
22916,"6/16/2015","Escambia",1450,"2015-06-16","2015","06","16"
22917,"6/16/2015","Escambia",1300,"2015-06-16","2015","06","16"
22913,"6/16/2015","Escambia",2030,"2015-06-16","2015","06","16"
22920,"6/16/2015","Escambia",1450,"2015-06-16","2015","06","16"
22919,"6/16/2015","Escambia",1260,"2015-06-16","2015","06","16"
21541,"9/25/2015","Pascagoula",1594,"2015-09-25","2015","09","25"
21537,"9/25/2015","Pascagoula",1600,"2015-09-25","2015","09","25"
21539,"9/25/2015","Pascagoula",1256,"2015-09-25","2015","09","25"
21535,"9/25/2015","Pascagoula",1075,"2015-09-25","2015","09","25"
21533,"9/25/2015","Pascagoula",1208,"2015-09-25","2015","09","25"
21540,"9/29/2015","Pascagoula",1660,"2015-09-29","2015","09","29"
45742,"10/5/2015","Pearl",1160,"2015-10-05","2015","10","05"
21538,"10/6/2015","Pascagoula",1528,"2015-10-06","2015","10","06"
21542,"10/6/2015","Pascagoula",822,"2015-10-06","2015","10","06"
21536,"10/6/2015","Pascagoula",1290,"2015-10-06","2015","10","06"
25411,"10/6/2015","Pearl",1025,"2015-10-06","2015","10","06"
25410,"10/6/2015","Pearl",1090,"2015-10-06","2015","10","06"
57442,"10/7/2015","Pascagoula",652,"2015-10-07","2015","10","07"
57444,"10/14/2015","Pascagoula",1158,"2015-10-14","2015","10","14"
21531,"10/14/2015","Pascagoula",1160,"2015-10-14","2015","10","14"
57443,"10/14/2015","Pascagoula",638,"2015-10-14","2015","10","14"
21524,"10/15/2015","Pascagoula",1642,"2015-10-15","2015","10","15"
21523,"10/15/2015","Pascagoula",799,"2015-10-15","2015","10","15"
57445,"10/20/2015","Pascagoula",592,"2015-10-20","2015","10","20"
57447,"10/20/2015","Pascagoula",632,"2015-10-20","2015","10","20"
21522,"10/21/2015","Pascagoula",784,"2015-10-21","2015","10","21"
21520,"10/21/2015","Pascagoula",978,"2015-10-21","2015","10","21"
21528,"10/21/2015","Pascagoula",835,"2015-10-21","2015","10","21"
21525,"10/22/2015","Pascagoula",1010,"2015-10-22","2015","10","22"
20809,"5/24/2016","Choctawhatchee",1340,"2016-05-24","2016","05","24"
20810,"5/24/2016","Choctawhatchee",1500,"2016-05-24","2016","05","24"
20811,"5/24/2016","Choctawhatchee",1570,"2016-05-24","2016","05","24"
20812,"5/24/2016","Choctawhatchee",1330,"2016-05-24","2016","05","24"
20813,"5/24/2016","Choctawhatchee",1440,"2016-05-24","2016","05","24"
20814,"5/24/2016","Choctawhatchee",1800,"2016-05-24","2016","05","24"
20815,"5/24/2016","Choctawhatchee",1520,"2016-05-24","2016","05","24"
20816,"5/24/2016","Choctawhatchee",1320,"2016-05-24","2016","05","24"
20817,"5/24/2016","Choctawhatchee",1210,"2016-05-24","2016","05","24"
20818,"5/24/2016","Choctawhatchee",1320,"2016-05-24","2016","05","24"
